file,content,t_start,t_end,vmaf_mean,vmaf_std,vmaf_mad,bitrate_mean,stall_ratio,tsl_end,QoE_win
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,13,18,74.7324362112488,12.254908889257194,12.882588660749654,582.3575578947368,0.0,0.0,0.8259976425789202
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,14,19,76.01507528707357,13.331244243618062,17.14093941795951,666.9060491228071,0.0,0.0,0.8049824479908901
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,15,20,76.15684796229465,13.457273193831771,15.818362174086342,742.8339087719299,0.0,0.0,0.8221578381091972
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,16,21,77.60222280567999,14.302172283030028,9.087067998977277,795.7986807017545,0.0,0.0,0.8652440318161245
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,17,22,84.95050876822134,8.748604757509883,6.331778481800434,1029.392112280702,0.0,0.0,0.9196877580656706
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,18,23,89.92406888220061,1.537488151432011,1.2589057944227058,1311.6147649122809,0.0,0.0,1.0089904258835583
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,19,24,90.44622479691152,1.6790424680412708,1.1387272855436912,1495.2063438596492,0.0,0.0,1.1074543767553189
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,20,25,91.36286589770175,1.5271087024543446,1.3249083018106518,1757.2254315789476,0.0,0.0,1.1566550864836984
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,21,26,87.46514823111913,9.197206692603572,6.695512037190717,1769.2161345249922,0.0,0.0,1.202333999661828
AirShow_HuangBufferBasedAdaptor_Trace_0.mat,AirShow_HuangBufferBasedAdaptor,22,27,80.2384882724113,15.598490568715738,9.904709574256715,1538.0185718636217,0.0,0.0,1.170210537167542
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,0,5,57.073764980841,3.6749958182043914,2.6785154913725133,142.56649411764707,0.0,0.0,-0.1344586755861143
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,1,6,54.248493208137674,4.572908535070623,3.767990854178006,150.44865882352943,0.0,0.0,-0.24680524961155986
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,2,7,52.91093276318868,3.6845950032857435,4.986693343705136,189.15218823529412,0.0,0.0,-0.32890546742765225
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,3,8,57.211477523034056,11.774406641075602,10.129515800822992,351.8816,0.0,0.0,-0.33869945658837225
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,4,9,62.4670628540095,13.958165869635916,10.299888854253027,459.3951247058823,0.0,0.0,-0.2386490133196196
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,5,10,67.25688580599375,14.130667185759993,9.018910022689123,513.6027858823529,0.0,0.0,-0.06334459182162396
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,6,11,75.12380302952656,11.533910963353131,9.91616333962643,750.8399289989679,0.0,0.0,0.13738780798906
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,7,12,82.2165154879753,4.484134484297332,3.527343876006384,993.5284837977295,0.0,0.0,0.3616962103536168
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,8,13,76.16471680582421,13.753698080685473,12.607208470001488,865.3854712074304,0.0,0.0,0.6171827365999174
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,9,14,70.87257560006815,16.683323375990327,12.804204288326236,772.8785347368422,0.0,0.0,0.7670011260018202
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,10,15,72.9317834761068,17.942679906693655,19.428001632697878,839.4566568421054,0.0,0.0,0.7996358627464447
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,11,16,72.58933135862121,17.692723041207735,19.655308775765825,721.7951157894738,0.0,0.0,0.8188696497485346
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,12,17,71.59283897458889,16.89412632856861,10.431039646819531,549.1593263157897,0.0,0.0,0.8402759269460252
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,13,18,78.88769640556475,13.586909125724812,10.765790476090938,650.641964912281,0.0,0.0,0.8512145378928568
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,14,19,86.37812164777854,2.0460710425543196,2.509060599833436,855.7140491228072,0.0,0.0,0.8903767448893468
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,15,20,84.25148781526977,4.112970349423747,4.904512106959654,875.4456982456144,0.0,0.0,0.9774695877046071
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,16,21,78.60474121207264,11.70584770503006,9.624168455749626,746.5721543859652,0.0,0.0,1.002268357354232
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,17,22,76.11849278830825,11.73094684603629,12.434873040226577,704.3590736842108,0.0,0.0,0.871305882098478
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,18,23,76.68211164566178,12.274558042907817,16.337498206847986,723.7029894736845,0.0,0.0,0.7477837598239858
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,19,24,76.46660974227646,12.058415845800736,13.546805190625864,701.585207017544,0.0,0.0,0.6878429521923147
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,20,25,78.8986168377058,13.102813991283043,8.696226106976667,797.4518736842107,0.0,0.0,0.628769233097833
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,21,26,81.08186484946084,9.6806287433531,10.501550676890474,896.5033766302552,0.0,0.0,0.6248404793806165
AirShow_HuangBufferBasedAdaptor_Trace_1.mat,AirShow_HuangBufferBasedAdaptor,22,27,77.83698774980834,14.18028784823477,9.109174191469473,841.7396946706391,0.0,0.0,0.7100085181945788
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,0,5,57.073764980841,3.6749958182043914,2.6785154913725133,142.56649411764707,0.0,0.0,-0.08361481726448092
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,1,6,54.248493208137674,4.572908535070623,3.767990854178006,150.44865882352943,0.0,0.0,-0.21355804596508765
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,2,7,51.48312859255517,4.641086443248751,3.926178068741846,158.14738823529416,0.0,0.0,-0.3256079252947568
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,3,8,49.28174948245407,2.9137275379133456,2.726350901718474,165.85280000000006,0.0,0.0,-0.35601052280489
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,4,9,50.56876285479089,4.715052207736463,5.049262683559112,178.56808470588237,0.0,0.0,-0.3467424264420965
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,5,10,53.87770235311491,9.20434236829004,6.386893589604391,198.20326588235295,0.0,0.0,-0.2871017049346995
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,6,11,60.337294857664006,12.90281355605838,8.436610599850667,302.2544693498452,0.0,0.0,-0.18288362926981197
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,7,12,67.10223375640444,12.384569554179743,7.95512449617426,423.03919256965946,0.0,0.0,-0.03665202440776286
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,8,13,73.72518445236537,8.586369439463898,5.619074061178411,556.0938782249743,0.0,0.0,0.14664436132083736
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,9,14,78.44306542357052,4.350091261151217,3.033241029590368,674.6947115789475,0.0,0.0,0.3349170129737078
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,10,15,76.40665631079568,8.375624544438924,6.2001564707386905,649.4234189473684,0.0,0.0,0.5070740317751061
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,11,16,72.28467111319992,10.578743832519429,6.375726573779405,555.3821754385966,0.0,0.0,0.6041077093326316
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,12,17,73.04375645950935,11.198973309693663,12.173063903458953,535.6550175438598,0.0,0.0,0.6445245523478956
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,13,18,73.28463091098084,11.378121606602281,12.218986495401538,486.295607017544,0.0,0.0,0.6818049414661513
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,14,19,70.57685798301898,10.545495477394851,10.047766146306238,383.6223719298247,0.0,0.0,0.7131740370223337
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,15,20,73.47440950846013,9.059907979691172,11.280536165885445,458.34826666666686,0.0,0.0,0.7364398968249842
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,16,21,79.40062565786967,7.121290000356149,8.750332615773921,607.6289964912282,0.0,0.0,0.7954354866757116
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,17,22,77.96238237482665,6.878463739366328,11.510805958112623,592.6586947368423,0.0,0.0,0.8980939472721818
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,18,23,72.98077140945024,10.234057875475164,12.856683234336332,499.0768561403511,0.0,0.0,0.9285777095568928
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,19,24,72.48279516642833,10.495647457546237,13.625791419620999,502.30380350877215,0.0,0.0,0.8570107252183158
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,20,25,72.66684523897156,10.532913870821767,12.315529806927376,496.0722245614037,0.0,0.0,0.7834161560598281
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,21,26,70.04211005207641,7.404384967032543,9.310572798864971,407.80973452499194,0.0,0.0,0.7394278020645082
AirShow_HuangBufferBasedAdaptor_Trace_2.mat,AirShow_HuangBufferBasedAdaptor,22,27,70.3328757359217,7.667038818375167,5.116866452493921,396.6992736180074,0.0,0.0,0.7016666792640003
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,0,5,57.073764980841,3.6749958182043914,2.6785154913725133,142.56649411764707,0.0,0.0,-0.10443891531139267
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,1,6,54.248493208137674,4.572908535070623,3.767990854178006,150.44865882352943,0.0,0.0,-0.19563853189844765
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,2,7,52.91093276318868,3.6845950032857435,4.986693343705136,189.15218823529412,0.0,0.0,-0.27504921584505604
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,3,8,57.211477523034056,11.774406641075602,10.129515800822992,351.8816,0.0,0.0,-0.2755473003162131
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,4,9,63.12567306616121,14.746287041964395,10.109000458718437,477.2660047058824,0.0,0.0,-0.10403795065045385
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,5,10,69.11753521135067,15.634306134911014,9.016306959857609,567.215425882353,0.0,0.0,0.10481123035702566
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,6,11,77.17130216747516,12.339079370241485,8.644573451028045,810.409528998968,0.0,0.0,0.32494165760323923
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,7,12,84.2640146259239,3.2069603020685804,2.022191821668379,1053.0980837977297,0.0,0.0,0.5812247500331196
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,8,13,85.96450249573357,2.9238189627799267,1.8094226524345665,1180.476194014448,0.0,0.0,0.8645279235470678
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,9,14,87.49141915846411,2.1445824664191147,1.4748600489032064,1330.5311915789475,0.0,0.0,1.0483820264542616
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,10,15,82.77208739882384,11.521858830180143,7.797983062058723,1234.9456589473687,0.0,0.0,1.1890721826072241
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,11,16,76.349911256583,15.371488580382229,8.65431968297855,988.5118315789475,0.0,0.0,1.2195448920345027
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,12,17,69.50066734530023,16.07159328131587,8.863419256654373,716.503410526316,0.0,0.0,1.1545495573724769
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,13,18,63.94779359291054,12.910793931723555,10.488076794885835,438.25403508771933,0.0,0.0,1.0196921780876325
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,14,19,58.07265215312153,2.725173683693508,3.417663479702872,177.07098947368416,0.0,0.0,0.8488481740105499
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,15,20,59.84388921116366,5.09297920563946,4.523958110585596,242.20586666666668,0.0,0.0,0.7021067966190007
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,16,21,66.47612185364288,11.980771996456259,9.2100312589097,404.7362807017544,0.0,0.0,0.6393592509597152
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,17,22,73.24565489513903,12.671729894536904,7.627042635198002,531.596154385965,0.0,0.0,0.6950652016910609
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,18,23,78.11712093282428,11.707800894821231,7.972134242481006,615.535803508772,0.0,0.0,0.8075515522665182
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,19,24,83.33451656532638,7.457739257811106,5.916986428896109,771.4199298245615,0.0,0.0,0.9554229953863338
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,20,25,87.44515321267858,1.4730246745835374,1.7188953337004804,948.3052631578948,0.0,0.0,1.061033763916439
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,21,26,87.52824503793084,1.5460922845616083,1.6138435332333785,1047.5827760344257,0.0,0.0,1.1663501157521865
AirShow_HuangBufferBasedAdaptor_Trace_3.mat,AirShow_HuangBufferBasedAdaptor,22,27,87.91172889212034,1.8366609139981047,1.1997384383529734,1189.6682052300562,0.0,0.0,1.2313891166038267
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,0,5,57.073764980841,3.6749958182043914,2.6785154913725133,142.56649411764707,0.0,0.0,-0.0861915633190859
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,1,6,54.248493208137674,4.572908535070623,3.767990854178006,120.60931764705883,0.2,0.0,-0.18557488351961507
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,2,7,51.48312859255517,4.641086443248751,3.926178068741846,126.09621960784315,0.4,0.0,-0.3901004524691791
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,3,8,49.28174948245407,2.9137275379133456,2.726350901718474,126.05797647058823,0.6,0.0,-0.5294621453293682
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,4,9,48.74539851739689,2.5835725310119866,2.7700572618166106,94.87096470588236,0.8,0.0,-0.6731150892551712
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,5,10,49.10663840032716,3.248811625939621,2.7022690703622008,89.71002352941177,1.0,0.0,-0.8509790366509223
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,6,11,49.71534868812783,3.1340048752761316,3.557290373480667,112.73920000000001,1.0,0.0,-0.9920029118492761
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,7,12,49.59528821530109,3.2879295883820716,4.329324666177937,105.6956260392157,1.0,0.0,-1.046130908783765
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,8,13,49.49329657352717,3.348062845663898,4.472550945215065,111.31037192982456,0.8,1.0,-1.114218807573112
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,9,14,49.82675571573729,3.401250905621606,3.938582225308963,149.86616140350876,0.6,2.0,-1.106167715309335
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,10,15,50.738046218356224,4.96813988133883,4.902421240453586,159.4761560371517,0.4,3.0,-1.0116383556645787
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,11,16,51.76092674443921,5.2947637751449115,4.706991563457704,175.36058947368423,0.2,4.0,-0.9221963228657952
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,12,17,53.55225993506542,4.18358659422004,4.4958739866598965,189.52618778947368,0.0,5.0,-0.7785930013562741
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,13,18,57.38546865331837,5.347647852135823,6.647131195250358,187.8636912280702,0.0,6.0,-0.6242923005605997
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,14,19,64.09044980724377,11.1006268563453,8.980588819423847,181.04931929824562,0.0,7.0,-0.48129894896541464
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,15,20,66.91064425926778,11.427561732472405,10.577938166420502,176.43447017543858,0.0,8.0,-0.36226039200050064
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,16,21,67.1567719482342,11.188725628958228,14.560657773925671,245.02635789473683,0.0,9.0,-0.26469649916045723
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,17,22,67.84765480129187,10.449257190112068,11.728104564169469,384.6103578947368,0.0,10.0,-0.12404115619423203
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,18,23,65.99865190686883,11.307041549745337,7.3125442613187435,435.604603508772,0.0,11.0,0.08348009694123448
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,19,24,62.29570774834868,6.727289257602046,6.834552502848883,427.9052912280702,0.0,12.0,0.18419383486464747
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,20,25,62.55711489430904,7.181509589487655,4.819751346725447,416.54416842105275,0.0,13.0,0.20074856930371004
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,21,26,64.55836587621738,6.637355426038953,6.696757382720628,328.81375438596496,0.0,14.0,0.19333392289621315
AirShow_HuangBufferBasedAdaptor_Trace_4.mat,AirShow_HuangBufferBasedAdaptor,22,27,65.6534185434404,5.8069021949280915,7.4872013014826155,236.59691228070182,0.0,15.0,0.11835440847551515
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,0,5,57.073764980841,3.6749958182043914,2.6785154913725133,142.56649411764707,0.0,0.0,-0.26689390282987097
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,1,6,54.248493208137674,4.572908535070623,3.767990854178006,150.44865882352943,0.0,0.0,-0.3741461270022513
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,2,7,53.30753563480873,3.776040986627722,5.482446933230216,237.66870588235298,0.0,0.0,-0.4608873540978964
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,3,8,59.688095880489776,15.742667572750559,12.729535158117569,642.9807058823528,0.0,0.0,-0.4584796093015931
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,4,9,65.95415117752856,17.581776201553332,14.236840111263014,871.7855247058822,0.0,0.0,-0.29425869151342915
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,5,10,70.74397412951281,16.74989981154444,14.218948737278279,925.9931858823529,0.0,0.0,-0.030776423190612003
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,6,11,78.61089135304562,12.611471774066473,14.620448464690504,1163.230328998968,0.0,0.0,0.24386555055202397
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,7,12,85.30700093987429,4.655561493590692,6.1273632333009616,1357.4023661506708,0.0,0.0,0.536384316909665
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,8,13,84.9274733238483,4.256386162701295,4.38677376881715,1242.1978881320952,0.0,0.0,0.8449507415193566
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,9,14,86.29024022956068,4.617209141969504,3.2120465365265254,1295.1340856140353,0.0,0.0,1.02466282996
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,10,15,89.17832253265867,1.731499558110492,1.290214317807596,1424.338734035088,0.0,0.0,1.1061647827751204
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,11,16,89.75696063484921,1.1742541402413995,1.402251720104534,1379.1850947368425,0.0,0.0,1.1812530168842506
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,12,17,90.09781634485788,0.9730215467149136,1.4564850020559987,1343.286147368421,0.0,0.0,1.2690172832855573
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,13,18,90.63254775920274,0.8726130143921483,1.4683869759745072,1340.1745122807017,0.0,0.0,1.351295302382886
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,14,19,91.09677584614892,1.1013975662613609,1.3160621464756126,1476.0633263157893,0.0,0.0,1.4361551418406038
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,15,20,91.09639766815376,1.101162266615244,0.931846945236888,1688.9320982456143,0.0,0.0,1.5190457040114196
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,16,21,91.56725073253271,0.7811699689043069,0.7963180105899497,1859.7392842105262,0.0,0.0,1.5835059653837213
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,17,22,91.85119846758127,0.354157746854514,0.5265357286938723,1891.696252631579,0.0,0.0,1.6302624302854227
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,18,23,91.42265678960504,1.0660216664635798,0.8256533361138132,1760.1133192982459,0.0,0.0,1.6723174106240908
AirShow_HuangBufferBasedAdaptor_Trace_5.mat,AirShow_HuangBufferBasedAdaptor,19,24,90.56797396395557,1.4821726235479404,0.9298967690276427,1540.4443789473685,0.0,0.0,1.7012650872581214
